GENDER,AGEGRP1,NGROUP,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
3,2,4,0.01,1,1,0,11,5
2,3,5,2500,4,2,1,13,5
2,2,6,0.01,1,1,0,6,5
2,2,2,600,4,2,1,12,5
3,2,3,6600,5,3,0,6,8
3,2,4,0.01,4,1,0,2,5
1,2,4,0.01,2,1,1,13,5
2,2,4,0.01,3,1,1,11,5
2,1,2,150.01,4,2,0,6,5
1,2,3,0.01,4,1,0,9,5
2,2,6,0.01,4,1,1,12,5
3,2,4,0.01,4,1,1,16,5
3,2,5,6600,1,3,0,7,5
2,2,6,0.01,2,1,1,6,5
1,2,6,3000,1,2,0,4,5
3,1,5,0.01,1,1,0,3,5
1,2,4,100,1,2,0,11,5
2,2,6,0.01,2,1,0,7,5
2,2,3,3000,2,2,0,13,5
2,1,4,0.01,1,1,1,9,5
2,2,3,0.01,1,1,0,8,5
3,2,3,1000,4,2,0,6,5
2,2,6,3000,3,2,0,7,5
2,2,2,6600.01,2,3,1,12,4
2,1,5,0.01,4,1,1,15,5
1,1,6,35,1,2,0,5,5
2,2,5,600,2,2,1,7,5
1,2,4,1500,1,2,1,10,5
2,3,3,0.01,1,1,0,9,5
3,3,6,6634.93,2,3,0,10,29
3,2,4,0.01,1,1,0,10,5
3,2,4,0.01,1,1,0,7,5
2,2,5,6652.67,4,3,0,5,9
1,1,6,3000,1,2,1,18,5
3,2,5,0.01,1,1,0,7,5
2,3,3,6653.34,2,3,1,12,9
3,2,3,0.01,1,1,0,8,5
2,2,4,0.01,4,1,1,11,5
2,2,1,0.01,4,1,0,9,5
2,1,5,0.01,4,1,0,8,5
2,2,4,5000,4,2,1,10,5
2,2,1,0.01,4,1,0,5,5
2,2,2,0.01,2,1,0,7,5
1,3,3,5000,4,2,0,6,5
2,2,2,0.01,5,1,0,9,5
3,1,4,1000,4,2,0,9,5
2,1,6,0.01,2,1,1,12,5
1,2,1,3000,1,2,0,15,5
2,2,4,0.02,4,2,1,11,5
2,1,3,6653.35,2,3,1,8,11
2,3,4,6655.53,4,3,1,11,14
1,3,1,1500,4,2,0,13,5
1,1,2,0.01,2,1,0,8,5
2,3,5,0.01,5,1,0,9,5
1,1,5,0.01,1,1,0,2,5
1,1,2,0.01,1,1,1,10,5
3,2,5,0.01,4,1,0,6,5
2,1,1,6664.62,4,3,1,11,9
1,3,3,6665.94,2,3,0,9,27
1,2,3,0.01,1,1,0,11,5
3,3,4,6668.37,4,3,1,11,18
2,2,2,0.01,4,1,1,17,5
1,2,6,0.01,1,1,0,4,5
3,2,6,6673.5,1,3,0,5,7
2,3,4,6680.01,2,3,0,10,8
3,2,2,6684.25,1,3,0,3,8
1,2,4,0.01,4,1,0,11,5
2,1,4,0.01,4,1,0,5,5
2,2,3,0.01,2,1,0,10,5
3,3,4,2500,1,2,0,8,5
2,2,6,0.01,4,1,0,12,5
2,1,3,0.01,4,1,0,6,5
2,2,6,0.01,4,1,0,10,5
2,3,3,2500,1,2,0,16,5
1,2,2,2000,1,2,1,10,5
2,1,5,1000,1,2,1,13,5
2,2,5,0.01,5,1,1,10,5
1,3,3,2730,1,2,1,13,5
1,2,3,0.01,5,1,0,5,5
2,3,5,6684.47,1,3,0,10,5
3,2,1,1420,4,2,0,6,5
1,1,6,0.01,2,1,1,9,5
3,2,2,2000,4,2,0,15,5
3,2,6,6687,2,3,0,7,25
2,1,4,0.01,2,1,1,15,5
1,2,1,5000,4,2,0,5,5
2,3,5,6697.91,2,3,0,8,2
2,1,4,1323.32,1,2,0,7,5
2,2,4,0.01,1,1,0,9,5
2,1,2,6700,4,3,0,6,6
1,2,6,0.01,1,1,0,12,5
2,2,3,0.01,2,1,0,5,5
2,1,2,0.01,1,1,0,11,5
2,3,2,6700,2,3,0,11,5
2,2,3,4000,1,2,0,8,5
2,1,3,0.01,1,1,1,12,5
1,1,6,0.01,5,1,1,12,5
2,2,5,6755.3,1,3,0,8,1
3,2,1,2000,2,2,0,5,5
2,2,6,0.01,1,1,0,7,5
1,2,1,1500,4,2,0,12,5
1,2,6,0.01,1,1,0,8,5
2,3,4,0.01,1,1,1,8,5
2,2,2,6762.98,1,3,0,10,29
2,2,4,0.01,1,1,0,5,5
1,2,3,6800,1,3,0,7,9
1,2,4,1000,1,2,0,9,5
2,2,5,1000,2,2,0,15,5
1,1,6,0.01,1,1,0,11,5
3,1,3,6800,4,3,0,6,8
1,3,2,0.01,2,1,0,6,5
2,2,4,6807.84,4,3,1,16,9
2,3,3,3000,3,2,0,3,5
2,2,3,0.01,4,1,1,10,5
3,3,5,3000,1,2,0,10,5
3,3,2,1500,1,2,0,6,5
2,3,2,1000,4,2,0,11,5
2,3,1,6827.6,4,3,0,6,6
2,1,3,0.01,4,1,1,9,5
2,2,4,0.01,1,1,0,17,5
1,2,4,0.02,4,2,0,6,5
2,2,3,0.01,1,1,0,10,5
3,1,2,0.01,4,1,0,3,5
2,3,4,6840.76,4,3,0,5,9
3,2,6,0.01,2,1,0,8,5
3,3,6,3000,4,2,0,12,5
3,1,6,0.01,4,1,0,9,5
2,3,6,0.01,1,1,0,11,5
2,3,4,6850.3,4,3,1,7,10
2,2,4,6856,4,3,1,13,5
3,2,1,6860,1,3,0,8,9
1,3,5,2500,1,2,0,8,5
1,2,2,75,4,2,1,12,5
3,2,2,0.01,4,1,0,10,5
1,2,2,6871.12,4,3,0,13,5
1,2,3,0.01,2,1,0,10,5
2,2,4,2000,3,2,0,7,5
1,2,3,0.01,2,1,0,8,5
1,2,6,0.01,1,1,0,8,5
3,3,2,6884.25,2,3,1,8,8
1,2,3,1000,1,2,0,7,5
2,2,2,24088.81,4,4,0,9,14
1,2,3,600.02,2,2,0,8,5
2,1,4,0.01,1,1,1,26,5
2,2,1,0.01,1,1,0,6,5
1,3,6,1594.76,1,2,0,11,5
3,3,2,6899.32,2,3,0,8,12
1,1,3,0.01,4,1,1,17,5
2,1,3,3000,4,2,1,9,5
1,3,4,1000,1,2,0,4,5
2,2,6,0.01,1,1,0,11,5
2,1,6,0.01,4,1,1,12,5
2,3,2,0.01,4,1,0,11,5
2,2,5,0.01,4,1,0,8,5
1,2,5,2700,4,2,0,5,5
1,1,1,6900,4,3,0,5,9
2,2,2,1500,4,2,1,10,5
1,2,5,0.01,2,1,0,5,5
1,1,2,6950,4,3,0,7,8
1,1,6,0.01,4,1,0,8,5
3,3,2,3000,1,2,0,12,5
1,3,5,0.01,1,1,0,6,5
2,1,6,0.01,4,1,0,6,5
2,1,7,0.01,4,1,1,15,5
2,1,4,3750.01,4,2,1,7,5
1,3,6,1354.29,5,2,0,10,5
3,2,2,2242.89,1,2,0,8,5
1,2,4,0.01,4,1,0,6,5
3,3,4,1000,3,2,0,7,5
2,1,6,500,1,2,1,9,5
2,1,6,0.01,4,1,0,7,5
3,3,6,0.01,3,1,0,4,5
2,2,4,900,3,2,0,12,5
3,2,4,0.01,4,1,0,8,5
1,1,4,0.01,1,1,1,12,5
1,1,3,6953.35,1,3,0,9,4
2,2,2,4035.57,2,2,1,12,5
2,3,2,6955.32,1,3,0,4,29
2,1,3,0.01,4,1,0,5,5
2,1,4,0.01,2,1,1,13,5
2,1,6,0.01,4,1,1,7,5
3,2,4,0.01,5,1,0,12,5
2,1,3,0.01,4,1,1,8,5
2,2,4,0.01,3,1,0,8,5
2,2,6,2800,1,2,1,12,5
3,3,2,6967.9,1,3,0,9,19
1,2,4,0.01,1,1,0,9,5
2,3,2,2933.39,3,2,0,7,5
2,2,3,3600,4,2,0,10,5
1,2,5,0.01,4,1,0,7,5
1,2,2,1000,2,2,0,9,5
1,1,5,420,4,2,1,7,5
3,2,4,0.01,4,1,0,6,5
3,2,3,6980,4,3,1,9,8
2,1,4,0.01,4,1,1,13,5
2,2,2,6988.4,4,3,1,13,1
2,1,6,0.01,1,1,0,4,5
2,2,4,3200,2,2,1,10,5
2,2,2,2500,1,2,0,14,5
1,2,2,6994.34,4,3,0,10,1
2,3,3,7000,5,3,0,9,34
2,2,4,4000,1,2,0,10,5
2,2,6,0.01,2,1,0,4,5
2,2,4,0.01,4,1,0,13,5
3,2,4,0.01,2,1,1,15,5
3,1,4,2000,1,2,1,8,5
2,2,1,7000,1,3,1,6,29
3,3,1,7000,4,3,0,7,28
2,3,3,2000,1,2,0,8,5
1,2,2,1000,4,2,0,8,5
1,2,5,0.01,4,1,0,11,5
3,2,3,7000,4,3,0,10,26
2,2,5,0.01,3,1,0,11,5
2,1,6,0.01,1,1,1,6,5
2,1,2,0.01,1,1,1,6,5
2,2,1,1500,4,2,1,12,5
2,2,3,0.01,3,1,0,10,5
3,2,4,0.01,1,1,0,11,5
1,2,2,480.01,1,2,0,6,5
1,2,6,0.01,5,1,0,7,5
2,2,4,0.01,4,1,0,6,5
1,2,1,0.01,3,1,1,8,5
1,2,5,0.01,1,1,1,11,5
2,3,3,7000,3,3,0,10,18
1,3,2,7000,4,3,0,6,17
3,2,5,80.01,1,2,0,5,5
3,1,4,7000,4,3,0,10,16
2,2,5,600,1,2,0,4,5
2,1,4,0.01,4,1,1,7,5
2,3,2,1200,5,2,0,4,5
2,1,4,0.01,1,1,1,13,5
2,1,5,0.01,4,1,0,10,5
1,2,2,0.01,3,1,0,11,5
2,2,3,0.01,2,1,0,8,5
2,1,4,2950,4,2,0,6,5
1,3,5,7000,4,3,1,7,16
3,2,1,3000,3,2,0,7,5
1,2,6,1500,2,2,0,12,5
2,2,4,0.01,2,1,0,9,5
3,2,3,3000,4,2,0,4,5
2,3,3,600,2,2,1,10,5
2,2,4,0.01,3,1,0,6,5
2,1,2,0.01,1,1,0,7,5
1,2,2,7000,2,3,0,13,14
1,1,3,2600,2,2,1,9,5
2,1,3,0.01,2,1,0,4,5
2,1,3,0.01,4,1,0,8,5
1,2,3,0.01,1,1,1,12,5
2,2,6,4000,4,2,0,7,5
2,2,1,7000,4,3,0,10,11
2,2,6,0.01,5,1,0,12,5
2,2,4,0.01,1,1,0,7,5
3,1,1,7000,4,3,0,5,11
1,1,4,3000,4,2,0,11,5
1,2,3,2750,1,2,0,13,5
2,2,3,0.01,1,1,0,7,5
2,2,6,0.01,1,1,0,6,5
2,3,2,3000,4,2,0,18,5
2,1,6,0.01,1,1,1,15,5
1,1,6,0.01,1,1,1,4,5
3,1,2,2500,4,2,0,7,5
2,1,4,0.01,1,1,1,13,5
2,2,1,1500,4,2,0,9,5
3,3,3,7000,4,3,0,5,11
2,3,2,1000.01,1,2,0,7,5
3,2,3,0.02,1,2,0,7,5
3,1,4,0.01,4,1,0,13,5
1,3,1,2213.86,4,2,1,15,5
3,1,4,3000,3,2,0,11,5
3,2,5,0.01,1,1,0,6,5
2,2,3,0.01,2,1,0,11,5
1,2,2,0.01,2,1,1,17,5
2,2,4,4000,4,2,0,8,5
2,2,4,0.01,2,1,0,11,5
2,2,3,0.01,4,1,0,3,5
3,2,2,0.01,1,1,0,14,5
3,2,4,0.01,4,1,0,7,5
3,3,6,24090,4,4,0,8,9
1,2,2,1000,4,2,0,5,5
2,2,4,0.01,2,1,0,5,5
2,2,2,0.01,4,1,0,9,5
3,3,4,1000,4,2,0,2,5
2,3,6,5000,1,2,0,7,5
1,3,4,0.01,4,1,0,7,5
2,2,4,0.01,4,1,0,7,5
1,2,4,24105.33,4,4,1,13,7
3,2,4,0.01,4,1,0,5,5
2,1,4,0.01,4,1,1,9,5
2,1,3,0.01,2,1,0,5,5
2,2,4,420,1,2,0,8,5
2,3,1,1500,1,2,0,7,5
1,1,6,0.01,4,1,1,11,5
1,2,3,0.01,2,1,0,11,5
1,1,5,0.01,4,1,0,12,5
2,2,3,0.01,4,1,0,7,5
3,2,6,0.01,4,1,0,13,5
2,2,4,0.01,3,1,0,7,5
2,3,5,5000,4,2,0,6,5
2,2,5,0.01,2,1,1,19,5
2,2,6,0.01,2,1,1,14,5
2,2,3,0.01,4,1,0,8,5
2,2,6,0.01,4,1,0,9,5
3,2,6,5000,1,2,0,9,5
2,3,2,4000,4,2,1,10,5
2,3,2,71.77,4,2,0,15,5
2,2,3,0.01,4,1,0,6,5
3,3,3,3000,2,2,0,11,5
2,3,6,7000,4,3,1,6,10
1,2,3,0.01,1,1,0,8,5
2,1,5,0.01,4,1,1,17,5
2,3,6,1000,1,2,0,5,5
2,1,6,7000,3,3,1,18,10
2,1,1,0.01,4,1,1,15,5
3,3,3,7000,1,3,0,9,9
3,3,5,0.01,4,1,0,5,5
2,2,4,0.01,4,1,0,7,5
2,2,5,0.01,2,1,0,11,5
1,2,2,2000,1,2,1,9,5
1,1,6,0.01,1,1,0,4,5
2,2,4,0.01,2,1,1,12,5
3,3,4,3000,2,2,0,7,5
1,2,4,0.01,3,1,0,8,5
2,3,2,4500,2,2,0,10,5
2,2,4,0.01,2,1,0,10,5
2,2,3,0.01,4,1,1,16,5
2,1,6,0.01,4,1,0,6,5
1,2,2,0.01,1,1,0,10,5
2,2,2,1860,4,2,0,7,5
3,2,2,1000,1,2,1,9,5
2,2,3,0.01,2,1,1,8,5
3,3,3,1000,2,2,0,7,5
2,2,4,7000,1,3,0,6,9
2,1,6,5000,1,2,1,14,5
1,1,2,0.01,4,1,0,10,5
2,1,6,0.01,1,1,0,12,5
2,3,5,3017.78,4,2,0,4,5
2,3,4,7000,3,3,0,5,9
2,3,2,1500,1,2,0,6,5
2,2,4,2000,1,2,0,10,5
1,1,3,0.01,4,1,0,11,5
2,1,3,600,2,2,0,5,5
2,2,4,0.01,4,1,0,3,5
3,3,5,0.01,1,1,0,7,5
2,3,3,7000,4,3,0,7,8
3,2,4,0.01,1,1,0,5,5
2,1,6,0.01,4,1,1,8,5
1,2,4,0.01,4,1,0,8,5
2,2,6,2000,1,2,0,9,5
3,1,6,0.01,4,1,1,10,5
2,2,6,0.01,1,1,0,9,5
2,1,5,0.01,4,1,1,23,5
1,3,1,1000,3,2,0,9,5
2,3,5,24106.7,4,4,1,12,23
1,2,4,0.01,2,1,0,7,5
2,2,6,0.01,1,1,0,8,5
2,2,4,0.01,1,1,0,9,5
2,3,4,3000,4,2,0,10,5
1,2,6,0.02,3,2,0,12,5
1,2,4,0.01,1,1,0,8,5
2,2,2,1000,4,2,0,12,5
2,1,6,0.01,4,1,0,5,5
1,1,2,2000,1,2,0,6,5
2,1,6,0.01,2,1,1,10,5
1,1,3,0.01,4,1,0,10,5
2,2,6,3000,1,2,0,9,5
1,2,4,0.01,1,1,0,12,5
1,2,2,7000,2,3,0,10,8
2,2,6,0.01,3,1,0,5,5
2,2,3,4000,2,2,0,13,5
3,2,4,0.01,4,1,0,7,5
2,3,1,1000,2,2,0,8,5
3,3,2,5000,4,2,0,12,5
2,3,4,0.02,2,2,0,11,5
2,2,2,5000,1,2,0,10,5
2,2,5,0.01,4,1,0,11,5
2,2,2,2000,1,2,0,10,5
1,2,2,0.01,4,1,0,6,5
2,2,3,1200,1,2,1,11,5
2,1,2,7000,4,3,0,9,8
3,3,2,3000,1,2,0,7,5
2,2,2,7000,4,3,0,7,8
2,2,2,0.01,4,1,0,6,5
1,2,1,3000,4,2,1,10,5
3,3,3,7000,3,3,0,2,7
2,3,4,1500,4,2,1,16,5
3,3,5,1000,5,2,0,9,5
1,2,6,0.01,2,1,1,17,5
3,3,2,24106.7,4,4,0,6,7
1,2,6,3536.48,4,2,0,12,5
1,2,3,0.01,4,1,1,19,5
3,2,6,0.01,1,1,0,7,5
1,3,1,7000,4,3,0,9,7
2,1,6,0.01,4,1,1,15,5
2,3,1,1500,4,2,1,10,5
1,1,2,0.01,4,1,0,10,5
2,2,6,0.01,2,1,0,15,5
2,1,3,0.01,4,1,0,7,5
1,3,6,4000,1,2,0,7,5
1,2,6,0.01,1,1,0,5,5
1,2,4,0.01,3,1,0,6,5
2,3,4,7000,1,3,0,5,7
1,1,4,0.01,1,1,0,6,5
3,2,2,0.01,1,1,0,7,5
1,2,4,0.01,2,1,1,13,5
2,3,4,7000,1,3,0,8,6
2,3,5,7000,4,3,0,6,6
2,2,2,0.01,4,1,1,11,5
2,2,6,0.01,1,1,1,16,5
2,1,4,0.01,3,1,1,13,5
2,1,5,0.01,1,1,1,7,5
1,1,2,0.01,4,1,1,9,5
2,2,5,1000,1,2,0,8,5
2,2,3,600.01,1,2,1,11,5
2,1,4,0.01,1,1,1,8,5
2,1,2,7000,1,3,1,20,6
1,3,2,7000,4,3,0,5,6
3,2,5,0.01,2,1,0,2,5
1,2,2,7000,4,3,0,8,6
1,2,2,0.01,1,1,1,8,5
3,2,6,0.01,1,1,0,7,5
3,2,4,0.01,1,1,1,8,5
2,2,3,0.01,1,1,0,11,5
2,2,6,0.01,3,1,0,5,5
1,3,5,0.01,1,1,0,9,5
1,2,4,0.01,2,1,0,3,5
3,3,3,1200,1,2,0,7,5
1,1,6,0.01,1,1,0,11,5
2,2,3,0.01,4,1,0,9,5
2,3,6,7000,1,3,0,9,6
2,1,3,1500,4,2,0,7,5
2,3,2,7000,1,3,0,10,6
2,1,4,0.01,4,1,1,11,5
2,2,2,0.01,4,1,0,7,5
2,2,4,0.01,2,1,1,11,5
3,3,3,1250,2,2,0,13,5
2,2,4,3000,2,2,1,13,5
1,1,5,0.01,1,1,1,11,5
2,2,2,1500,4,2,1,11,5
2,2,2,2000,4,2,0,6,5
2,2,3,7000,3,3,0,10,6
2,2,6,12,2,2,0,9,5
2,2,5,0.01,2,1,0,12,5
2,2,3,1500,1,2,0,10,5
1,3,5,3000,1,2,0,9,5
1,2,6,3000,1,2,0,9,5
2,1,6,0.01,2,1,0,10,5
2,2,6,0.01,1,1,0,8,5
2,1,1,3000,4,2,0,7,5
2,3,3,7000,2,3,0,11,6
2,3,2,3000,4,2,0,9,5
2,2,6,50.01,4,2,1,7,5
1,2,2,7000,4,3,0,9,6
2,2,3,7000,1,3,1,8,6
1,3,6,3289.08,2,2,0,8,5
2,1,4,1000,4,2,1,11,5
2,1,4,1420.01,4,2,0,7,5
1,1,4,0.01,1,1,1,10,5
2,3,2,7000,4,3,1,8,6
2,2,6,0.01,2,1,0,12,5
1,1,6,420,4,2,0,16,5
1,2,3,1000,4,2,0,3,5
1,3,2,0.01,1,1,0,9,5
2,1,3,3450,4,2,0,9,5
2,2,3,7000,1,3,0,5,6
2,3,3,7000,4,3,0,8,6
2,3,4,7000,1,3,0,3,6
3,3,2,7000,2,3,0,9,5
2,2,3,0.01,4,1,0,9,5
2,3,1,7000,4,3,0,10,5
1,1,2,7000,4,3,0,10,5
2,2,5,0.01,2,1,0,4,5
2,2,1,0.02,2,2,0,8,5
1,2,1,2035.25,4,2,0,12,5
2,2,3,0.01,1,1,1,7,5
3,3,3,0.01,4,1,0,6,5
1,2,5,5000,4,2,1,9,5
2,2,4,0.01,3,1,0,11,5
1,1,6,0.01,5,1,1,19,5
1,2,3,0.01,1,1,0,10,5
2,3,2,7000,4,3,1,5,5
2,2,2,7000,1,3,0,9,5
2,1,6,0.01,1,1,1,20,5
1,3,5,0.02,5,2,0,8,5
3,2,4,1500,2,2,0,11,5
1,2,3,1500,4,2,0,5,5
2,2,3,0.01,4,1,0,10,5
2,1,6,0.01,1,1,1,6,5
1,3,2,7000,4,3,0,7,5
3,2,4,4000,3,2,0,12,5
1,2,2,0.01,4,1,0,4,5
1,2,6,5000,4,2,0,10,5
2,3,4,1000,1,2,0,11,5
2,1,4,0.01,2,1,0,10,5
2,1,3,0.01,3,1,1,11,5
3,1,3,0.01,4,1,1,6,5
2,2,3,0.01,4,1,0,9,5
1,1,4,0.01,1,1,1,15,5
1,2,4,0.01,4,1,0,7,5
2,1,6,0.01,4,1,1,13,5
2,3,6,4000,1,2,0,14,5
1,2,4,0.01,1,1,0,10,5
2,2,3,0.01,1,1,0,6,5
2,1,4,0.01,4,1,1,16,5
1,2,2,2000,2,2,0,8,5
2,1,4,0.01,1,1,1,12,5
3,2,5,0.01,2,1,0,7,5
1,2,2,0.01,4,1,0,9,5
2,1,6,0.02,4,2,1,10,5
2,2,3,0.01,2,1,1,11,5
1,3,4,7000,4,3,0,9,5
3,2,3,0.01,1,1,0,5,5
2,1,6,0.01,2,1,0,7,5
2,2,4,0.01,4,1,0,8,5
3,2,6,0.02,1,2,0,7,5
3,1,3,0.01,4,1,0,6,5
2,2,5,7000,1,3,1,13,5
2,3,6,7000,3,3,0,16,5
3,2,3,7000,4,3,0,6,5
2,2,3,1500,4,2,0,8,5
2,2,4,7000,4,3,0,7,5
2,1,7,600,1,2,1,14,5
3,2,3,2000,4,2,0,7,5
2,2,2,0.01,4,1,0,9,5
1,2,4,0.01,2,1,0,8,5
2,2,6,0.01,1,1,1,10,5
2,1,5,50,4,2,1,10,5
2,3,2,7000,4,3,0,5,5
1,2,5,0.01,4,1,0,8,5
1,3,6,7000,1,3,1,8,4
1,3,2,2500,4,2,0,9,5
2,3,2,600,2,2,1,16,5
1,2,6,0.01,3,1,0,12,5
2,1,6,0.01,4,1,1,18,5
2,2,6,7000,3,3,1,5,4
3,1,4,0.01,4,1,0,6,5
2,1,5,7000,1,3,1,8,4
1,2,6,0.01,2,1,0,8,5
3,3,3,7000,2,3,0,10,4
1,1,6,0.01,1,1,1,10,5
2,2,6,1000,1,2,0,9,5
3,2,6,0.01,2,1,0,8,5
2,2,4,3000,4,2,0,6,5
1,1,5,0.01,4,1,1,8,5
1,3,2,7000,4,3,0,6,4
2,2,2,0.01,2,1,0,9,5
1,3,6,5000,4,2,0,10,5
1,2,3,1000.01,4,2,0,5,5
2,1,2,2000,4,2,1,10,5
2,2,4,2420,2,2,0,4,5
2,3,6,3000,4,2,0,6,5
2,2,2,0.01,4,1,0,7,5
1,2,1,7000,3,3,0,9,4
2,2,3,0.01,4,1,0,9,5
3,3,4,0.01,3,1,1,10,5
2,2,4,0.01,4,1,0,11,5
3,2,2,0.01,3,1,0,11,5
2,2,2,0.01,4,1,0,7,5
2,2,6,0.01,2,1,0,9,5
2,2,2,7000,2,3,0,9,4
2,1,3,0.01,4,1,1,8,5
2,2,6,0.01,1,1,0,7,5
2,3,4,0.01,3,1,0,7,5
2,1,4,0.01,1,1,1,12,5
2,1,4,0.01,2,1,1,8,5
1,3,3,3000,4,2,0,4,5
2,2,6,7000,2,3,0,11,4
1,3,5,7000,5,3,0,7,4
2,3,4,5000,1,2,0,4,5
1,1,4,0.01,4,1,1,12,5
2,1,2,0.01,4,1,1,20,5
3,1,6,0.01,1,1,0,10,5
2,1,3,7000,4,3,1,8,4
1,3,3,0.01,4,1,0,3,5
2,3,6,0.01,3,1,1,10,5
2,2,3,0.01,2,1,0,10,5
2,1,4,7000,1,3,0,7,4
2,2,4,0.01,2,1,1,9,5
3,2,2,1000,4,2,0,6,5
1,2,5,0.01,2,1,0,8,5
2,2,2,4000,2,2,0,10,5
3,2,5,0.01,5,1,0,5,5
2,1,5,0.01,4,1,1,11,5
2,2,4,1250,4,2,0,5,5
3,2,1,3000,4,2,0,9,5
3,2,3,0.01,1,1,0,8,5
3,2,6,0.01,4,1,0,4,5
2,2,3,0.01,2,1,0,10,5
2,1,6,0.01,4,1,1,9,5
2,1,2,0.01,2,1,1,16,5
1,2,5,3496.03,4,2,0,10,5
1,2,6,0.01,1,1,0,9,5
3,2,3,0.01,4,1,0,5,5
2,2,2,0.01,1,1,0,6,5
2,2,2,0.01,2,1,1,7,5
3,2,5,7000,4,3,0,7,3
3,2,5,0.01,1,1,0,8,5
2,3,1,0.01,4,1,0,10,5
1,1,6,0.01,4,1,1,8,5
2,3,3,3000,2,2,0,6,5
1,2,3,0.01,4,1,0,12,5
1,2,2,0.01,3,1,0,8,5
2,2,2,0.01,1,1,0,9,5
2,1,3,25,4,2,0,9,5
2,2,4,3000.01,4,2,0,9,5
3,1,3,0.01,4,1,0,5,5
1,3,3,1500,1,2,0,8,5
3,2,4,1000,4,2,0,7,5
2,2,3,0.01,1,1,0,10,5
2,1,5,0.01,1,1,1,4,5
3,1,3,24106.7,4,4,1,20,7
1,2,3,7000,1,3,0,14,2
2,3,4,3914.18,4,2,1,14,5
3,2,2,0.01,1,1,0,6,5
2,2,2,0.01,1,1,1,4,5
3,2,3,1420.01,1,2,0,8,5
3,2,4,0.01,3,1,1,7,5
3,2,3,600,3,2,0,4,5
1,2,3,0.01,2,1,1,15,5
3,2,1,0.01,4,1,0,6,5
2,2,2,900,2,2,0,11,5
1,3,2,5000,1,2,0,6,5
3,2,4,0.01,4,1,0,3,5
2,2,4,7000,2,3,0,9,2
3,2,2,420,1,2,0,5,5
2,2,2,0.01,1,1,1,8,5
1,3,4,7000,1,3,0,9,2
3,2,5,0.01,1,1,0,3,5
2,2,3,0.01,2,1,0,10,5
1,2,6,0.01,2,1,0,9,5
1,3,2,7000,2,3,1,7,2
1,3,3,0.01,2,1,0,3,5
2,3,3,2000,3,2,0,10,5
2,1,6,0.02,1,2,1,9,5
2,2,6,0.01,4,1,0,8,5
2,1,6,0.01,1,1,1,10,5
2,3,5,3571.56,1,2,0,7,5
1,2,2,0.01,2,1,0,5,5
3,2,1,2000,3,2,0,4,5
2,1,6,0.01,4,1,0,7,5
1,2,6,0.01,1,1,0,9,5
1,2,1,3000,4,2,1,11,5
2,1,3,1020,1,2,1,17,5
1,2,2,3200,3,2,0,11,5
2,2,3,0.01,4,1,0,8,5
3,3,6,2000,1,2,0,9,5
2,1,6,1960,4,2,1,4,5
2,2,6,0.01,2,1,0,10,5
2,3,3,2000,2,2,1,10,5
2,3,3,1000,4,2,1,9,5
2,2,2,0.01,2,1,1,14,5
3,1,3,0.01,1,1,1,4,5
1,2,6,0.01,2,1,0,10,5
2,3,3,7000,4,3,0,13,2
1,2,6,0.01,1,1,0,10,5
2,2,4,0.01,3,1,1,20,5
2,2,3,3000,4,2,0,10,5
2,2,2,600,4,2,0,7,5
1,2,4,0.01,4,1,0,7,5
3,1,3,1000,2,2,0,10,5
2,1,4,0.01,2,1,1,3,5
1,2,4,7000,1,3,0,10,2
2,1,5,0.01,4,1,1,14,5
2,1,6,1460,4,2,1,18,5
2,2,1,0.01,4,1,0,5,5
1,2,3,0.01,1,1,0,6,5
2,2,6,4503.6,2,2,0,7,5
2,1,5,0.01,2,1,1,5,5
1,2,6,0.01,1,1,0,8,5
1,2,6,0.01,1,1,0,7,5
2,2,2,0.01,4,1,1,11,5
2,2,4,0.01,4,1,1,10,5
2,2,6,4000,1,2,0,6,5
1,2,5,600,4,2,0,6,5
3,2,6,0.01,5,1,0,14,5
3,2,1,0.01,4,1,0,10,5
1,2,2,3000,5,2,0,10,5
2,1,6,0.01,5,1,1,8,5
2,2,4,1000.01,3,2,0,13,5
3,3,2,7000,2,3,0,7,2
2,1,3,0.01,3,1,0,8,5
3,2,5,7000,2,3,0,9,2
1,2,3,0.01,3,1,0,12,5
2,1,6,0.01,1,1,1,9,5
3,2,4,0.01,2,1,0,4,5
2,2,5,7000,4,3,0,9,2
2,3,6,1500,1,2,0,9,5
2,3,3,7000,1,3,1,12,2
2,2,4,0.01,3,1,0,7,5
1,2,4,1250,1,2,0,12,5
2,2,6,0.01,4,1,1,8,5
1,2,4,0.01,1,1,0,10,5
3,3,5,1000,2,2,0,13,5
1,1,5,0.01,2,1,1,9,5
2,2,5,420,4,2,0,8,5
3,3,2,3443.18,4,2,0,11,5
1,2,3,0.01,1,1,1,4,5
2,3,3,0.01,1,1,1,9,5
2,2,5,0.01,1,1,0,8,5
1,2,2,0.01,4,1,0,4,5
2,2,6,2100.01,1,2,0,2,5
3,2,4,0.01,4,1,0,4,5
1,2,6,7000,1,3,0,7,2
1,2,4,0.01,4,1,0,4,5
1,3,5,0.01,3,1,0,10,5
2,1,3,0.01,2,1,1,9,5
3,1,1,7000,4,3,0,8,1
3,3,4,7000,4,3,0,15,1
2,1,5,0.01,2,1,1,13,5
2,2,3,7000,1,3,1,6,1
